datetime,patient_visits,patient_types,visit_times,patient_type_1,visit_time_1,patient_type_2,visit_time_2,patient_type_3,visit_time_3,patient_type_4,visit_time_4,patient_type_5,visit_time_5,patient_type_6,visit_time_6,patient_type_7,visit_time_7,patient_type_8,visit_time_8
2019-09-29 03:59:00,3,['A' 'A' 'B'],"[Timestamp('2019-09-29 03:43:00'), Timestamp('2019-09-29 03:12:00'), Timestamp('2019-09-29 03:12:00')]",A,2019-09-29 03:43:00,A,2019-09-29 03:12:00,B,2019-09-29 03:12:00,,,,,,,,,,
2019-09-29 04:59:00,5,['D' 'A' 'B' 'D' 'B'],"[Timestamp('2019-09-29 04:17:00'), Timestamp('2019-09-29 04:07:00'), Timestamp('2019-09-29 04:11:00'), Timestamp('2019-09-29 04:33:00'), Timestamp('2019-09-29 04:51:00')]",D,2019-09-29 04:17:00,A,2019-09-29 04:07:00,B,2019-09-29 04:11:00,D,2019-09-29 04:33:00,B,2019-09-29 04:51:00,,,,,,
2019-09-29 05:59:00,6,['C' 'A' 'A' 'B' 'B' 'B'],"[Timestamp('2019-09-29 05:29:00'), Timestamp('2019-09-29 05:31:00'), Timestamp('2019-09-29 05:51:00'), Timestamp('2019-09-29 05:31:00'), Timestamp('2019-09-29 05:18:00'), Timestamp('2019-09-29 05:50:00')]",C,2019-09-29 05:29:00,A,2019-09-29 05:31:00,A,2019-09-29 05:51:00,B,2019-09-29 05:31:00,B,2019-09-29 05:18:00,B,2019-09-29 05:50:00,,,,
2019-09-29 06:59:00,3,['D' 'D' 'D'],"[Timestamp('2019-09-29 06:18:00'), Timestamp('2019-09-29 06:55:00'), Timestamp('2019-09-29 06:27:00')]",D,2019-09-29 06:18:00,D,2019-09-29 06:55:00,D,2019-09-29 06:27:00,,,,,,,,,,
2019-09-29 07:59:00,3,['B' 'C' 'D'],"[Timestamp('2019-09-29 07:27:00'), Timestamp('2019-09-29 07:12:00'), Timestamp('2019-09-29 07:36:00')]",B,2019-09-29 07:27:00,C,2019-09-29 07:12:00,D,2019-09-29 07:36:00,,,,,,,,,,
2019-09-29 08:59:00,2,['A' 'A'],"[Timestamp('2019-09-29 08:04:00'), Timestamp('2019-09-29 08:27:00')]",A,2019-09-29 08:04:00,A,2019-09-29 08:27:00,,,,,,,,,,,,
2019-09-29 09:59:00,3,['B' 'A' 'C'],"[Timestamp('2019-09-29 09:37:00'), Timestamp('2019-09-29 09:39:00'), Timestamp('2019-09-29 09:12:00')]",B,2019-09-29 09:37:00,A,2019-09-29 09:39:00,C,2019-09-29 09:12:00,,,,,,,,,,
2019-09-29 10:59:00,4,['A' 'A' 'B' 'C'],"[Timestamp('2019-09-29 10:03:00'), Timestamp('2019-09-29 10:14:00'), Timestamp('2019-09-29 10:07:00'), Timestamp('2019-09-29 10:13:00')]",A,2019-09-29 10:03:00,A,2019-09-29 10:14:00,B,2019-09-29 10:07:00,C,2019-09-29 10:13:00,,,,,,,,
2019-09-29 11:59:00,6,['D' 'A' 'D' 'A' 'C' 'A'],"[Timestamp('2019-09-29 11:40:00'), Timestamp('2019-09-29 11:05:00'), Timestamp('2019-09-29 11:26:00'), Timestamp('2019-09-29 11:29:00'), Timestamp('2019-09-29 11:01:00'), Timestamp('2019-09-29 11:22:00')]",D,2019-09-29 11:40:00,A,2019-09-29 11:05:00,D,2019-09-29 11:26:00,A,2019-09-29 11:29:00,C,2019-09-29 11:01:00,A,2019-09-29 11:22:00,,,,
2019-09-29 12:59:00,5,['C' 'A' 'A' 'C' 'B'],"[Timestamp('2019-09-29 12:55:00'), Timestamp('2019-09-29 12:37:00'), Timestamp('2019-09-29 12:40:00'), Timestamp('2019-09-29 12:38:00'), Timestamp('2019-09-29 12:19:00')]",C,2019-09-29 12:55:00,A,2019-09-29 12:37:00,A,2019-09-29 12:40:00,C,2019-09-29 12:38:00,B,2019-09-29 12:19:00,,,,,,
2019-09-29 13:59:00,5,['A' 'A' 'B' 'A' 'A'],"[Timestamp('2019-09-29 13:53:00'), Timestamp('2019-09-29 13:32:00'), Timestamp('2019-09-29 13:04:00'), Timestamp('2019-09-29 13:13:00'), Timestamp('2019-09-29 13:42:00')]",A,2019-09-29 13:53:00,A,2019-09-29 13:32:00,B,2019-09-29 13:04:00,A,2019-09-29 13:13:00,A,2019-09-29 13:42:00,,,,,,
2019-09-29 14:59:00,3,['B' 'A' 'C'],"[Timestamp('2019-09-29 14:04:00'), Timestamp('2019-09-29 14:33:00'), Timestamp('2019-09-29 14:34:00')]",B,2019-09-29 14:04:00,A,2019-09-29 14:33:00,C,2019-09-29 14:34:00,,,,,,,,,,
2019-09-29 15:59:00,6,['A' 'D' 'B' 'B' 'D' 'A'],"[Timestamp('2019-09-29 15:11:00'), Timestamp('2019-09-29 15:39:00'), Timestamp('2019-09-29 15:01:00'), Timestamp('2019-09-29 15:36:00'), Timestamp('2019-09-29 15:25:00'), Timestamp('2019-09-29 15:49:00')]",A,2019-09-29 15:11:00,D,2019-09-29 15:39:00,B,2019-09-29 15:01:00,B,2019-09-29 15:36:00,D,2019-09-29 15:25:00,A,2019-09-29 15:49:00,,,,
2019-09-29 16:59:00,4,['B' 'B' 'B' 'C'],"[Timestamp('2019-09-29 16:55:00'), Timestamp('2019-09-29 16:16:00'), Timestamp('2019-09-29 16:13:00'), Timestamp('2019-09-29 16:53:00')]",B,2019-09-29 16:55:00,B,2019-09-29 16:16:00,B,2019-09-29 16:13:00,C,2019-09-29 16:53:00,,,,,,,,
2019-09-29 17:59:00,4,['A' 'B' 'C' 'C'],"[Timestamp('2019-09-29 17:30:00'), Timestamp('2019-09-29 17:50:00'), Timestamp('2019-09-29 17:58:00'), Timestamp('2019-09-29 17:42:00')]",A,2019-09-29 17:30:00,B,2019-09-29 17:50:00,C,2019-09-29 17:58:00,C,2019-09-29 17:42:00,,,,,,,,
2019-09-29 18:59:00,5,['A' 'B' 'C' 'A' 'D'],"[Timestamp('2019-09-29 18:20:00'), Timestamp('2019-09-29 18:27:00'), Timestamp('2019-09-29 18:17:00'), Timestamp('2019-09-29 18:06:00'), Timestamp('2019-09-29 18:48:00')]",A,2019-09-29 18:20:00,B,2019-09-29 18:27:00,C,2019-09-29 18:17:00,A,2019-09-29 18:06:00,D,2019-09-29 18:48:00,,,,,,
2019-09-29 19:59:00,3,['B' 'D' 'A'],"[Timestamp('2019-09-29 19:50:00'), Timestamp('2019-09-29 19:22:00'), Timestamp('2019-09-29 19:57:00')]",B,2019-09-29 19:50:00,D,2019-09-29 19:22:00,A,2019-09-29 19:57:00,,,,,,,,,,
2019-09-29 20:59:00,3,['D' 'B' 'A'],"[Timestamp('2019-09-29 20:50:00'), Timestamp('2019-09-29 20:04:00'), Timestamp('2019-09-29 20:34:00')]",D,2019-09-29 20:50:00,B,2019-09-29 20:04:00,A,2019-09-29 20:34:00,,,,,,,,,,
2019-09-29 21:59:00,5,['A' 'C' 'B' 'C' 'A'],"[Timestamp('2019-09-29 21:26:00'), Timestamp('2019-09-29 21:00:00'), Timestamp('2019-09-29 21:15:00'), Timestamp('2019-09-29 21:14:00'), Timestamp('2019-09-29 21:05:00')]",A,2019-09-29 21:26:00,C,2019-09-29 21:00:00,B,2019-09-29 21:15:00,C,2019-09-29 21:14:00,A,2019-09-29 21:05:00,,,,,,
2019-09-29 22:59:00,4,['A' 'C' 'C' 'A'],"[Timestamp('2019-09-29 22:05:00'), Timestamp('2019-09-29 22:03:00'), Timestamp('2019-09-29 22:48:00'), Timestamp('2019-09-29 22:09:00')]",A,2019-09-29 22:05:00,C,2019-09-29 22:03:00,C,2019-09-29 22:48:00,A,2019-09-29 22:09:00,,,,,,,,
2019-09-29 23:59:00,4,['C' 'D' 'A' 'C'],"[Timestamp('2019-09-29 23:11:00'), Timestamp('2019-09-29 23:32:00'), Timestamp('2019-09-29 23:43:00'), Timestamp('2019-09-29 23:29:00')]",C,2019-09-29 23:11:00,D,2019-09-29 23:32:00,A,2019-09-29 23:43:00,C,2019-09-29 23:29:00,,,,,,,,
2019-09-30 00:59:00,5,['B' 'D' 'B' 'B' 'D'],"[Timestamp('2019-09-30 00:01:00'), Timestamp('2019-09-30 00:47:00'), Timestamp('2019-09-30 00:02:00'), Timestamp('2019-09-30 00:46:00'), Timestamp('2019-09-30 00:50:00')]",B,2019-09-30 00:01:00,D,2019-09-30 00:47:00,B,2019-09-30 00:02:00,B,2019-09-30 00:46:00,D,2019-09-30 00:50:00,,,,,,
2019-09-30 01:59:00,4,['A' 'B' 'A' 'B'],"[Timestamp('2019-09-30 01:20:00'), Timestamp('2019-09-30 01:36:00'), Timestamp('2019-09-30 01:35:00'), Timestamp('2019-09-30 01:24:00')]",A,2019-09-30 01:20:00,B,2019-09-30 01:36:00,A,2019-09-30 01:35:00,B,2019-09-30 01:24:00,,,,,,,,
2019-09-30 02:59:00,5,['A' 'B' 'A' 'A' 'B'],"[Timestamp('2019-09-30 02:33:00'), Timestamp('2019-09-30 02:44:00'), Timestamp('2019-09-30 02:16:00'), Timestamp('2019-09-30 02:36:00'), Timestamp('2019-09-30 02:47:00')]",A,2019-09-30 02:33:00,B,2019-09-30 02:44:00,A,2019-09-30 02:16:00,A,2019-09-30 02:36:00,B,2019-09-30 02:47:00,,,,,,
2019-09-30 03:59:00,4,['D' 'B' 'A' 'D'],"[Timestamp('2019-09-30 03:44:00'), Timestamp('2019-09-30 03:27:00'), Timestamp('2019-09-30 03:50:00'), Timestamp('2019-09-30 03:28:00')]",D,2019-09-30 03:44:00,B,2019-09-30 03:27:00,A,2019-09-30 03:50:00,D,2019-09-30 03:28:00,,,,,,,,
2019-09-30 04:59:00,4,['B' 'B' 'B' 'A'],"[Timestamp('2019-09-30 04:58:00'), Timestamp('2019-09-30 04:46:00'), Timestamp('2019-09-30 04:36:00'), Timestamp('2019-09-30 04:48:00')]",B,2019-09-30 04:58:00,B,2019-09-30 04:46:00,B,2019-09-30 04:36:00,A,2019-09-30 04:48:00,,,,,,,,
2019-09-30 05:59:00,5,['B' 'B' 'B' 'A' 'C'],"[Timestamp('2019-09-30 05:56:00'), Timestamp('2019-09-30 05:43:00'), Timestamp('2019-09-30 05:31:00'), Timestamp('2019-09-30 05:35:00'), Timestamp('2019-09-30 05:38:00')]",B,2019-09-30 05:56:00,B,2019-09-30 05:43:00,B,2019-09-30 05:31:00,A,2019-09-30 05:35:00,C,2019-09-30 05:38:00,,,,,,
2019-09-30 06:59:00,4,['C' 'B' 'B' 'C'],"[Timestamp('2019-09-30 06:37:00'), Timestamp('2019-09-30 06:54:00'), Timestamp('2019-09-30 06:18:00'), Timestamp('2019-09-30 06:21:00')]",C,2019-09-30 06:37:00,B,2019-09-30 06:54:00,B,2019-09-30 06:18:00,C,2019-09-30 06:21:00,,,,,,,,
2019-09-30 07:59:00,3,['D' 'B' 'A'],"[Timestamp('2019-09-30 07:18:00'), Timestamp('2019-09-30 07:56:00'), Timestamp('2019-09-30 07:31:00')]",D,2019-09-30 07:18:00,B,2019-09-30 07:56:00,A,2019-09-30 07:31:00,,,,,,,,,,
2019-09-30 08:59:00,5,['B' 'D' 'C' 'D' 'D'],"[Timestamp('2019-09-30 08:03:00'), Timestamp('2019-09-30 08:05:00'), Timestamp('2019-09-30 08:22:00'), Timestamp('2019-09-30 08:58:00'), Timestamp('2019-09-30 08:46:00')]",B,2019-09-30 08:03:00,D,2019-09-30 08:05:00,C,2019-09-30 08:22:00,D,2019-09-30 08:58:00,D,2019-09-30 08:46:00,,,,,,
2019-09-30 09:59:00,3,['A' 'A' 'A'],"[Timestamp('2019-09-30 09:14:00'), Timestamp('2019-09-30 09:26:00'), Timestamp('2019-09-30 09:49:00')]",A,2019-09-30 09:14:00,A,2019-09-30 09:26:00,A,2019-09-30 09:49:00,,,,,,,,,,
2019-09-30 10:59:00,5,['C' 'B' 'A' 'C' 'C'],"[Timestamp('2019-09-30 10:28:00'), Timestamp('2019-09-30 10:38:00'), Timestamp('2019-09-30 10:17:00'), Timestamp('2019-09-30 10:56:00'), Timestamp('2019-09-30 10:57:00')]",C,2019-09-30 10:28:00,B,2019-09-30 10:38:00,A,2019-09-30 10:17:00,C,2019-09-30 10:56:00,C,2019-09-30 10:57:00,,,,,,
2019-09-30 11:59:00,4,['B' 'B' 'B' 'A'],"[Timestamp('2019-09-30 11:46:00'), Timestamp('2019-09-30 11:43:00'), Timestamp('2019-09-30 11:38:00'), Timestamp('2019-09-30 11:34:00')]",B,2019-09-30 11:46:00,B,2019-09-30 11:43:00,B,2019-09-30 11:38:00,A,2019-09-30 11:34:00,,,,,,,,
2019-09-30 12:59:00,6,['B' 'D' 'A' 'A' 'C' 'A'],"[Timestamp('2019-09-30 12:34:00'), Timestamp('2019-09-30 12:31:00'), Timestamp('2019-09-30 12:37:00'), Timestamp('2019-09-30 12:07:00'), Timestamp('2019-09-30 12:51:00'), Timestamp('2019-09-30 12:19:00')]",B,2019-09-30 12:34:00,D,2019-09-30 12:31:00,A,2019-09-30 12:37:00,A,2019-09-30 12:07:00,C,2019-09-30 12:51:00,A,2019-09-30 12:19:00,,,,
2019-09-30 13:59:00,4,['A' 'C' 'B' 'A'],"[Timestamp('2019-09-30 13:23:00'), Timestamp('2019-09-30 13:54:00'), Timestamp('2019-09-30 13:33:00'), Timestamp('2019-09-30 13:01:00')]",A,2019-09-30 13:23:00,C,2019-09-30 13:54:00,B,2019-09-30 13:33:00,A,2019-09-30 13:01:00,,,,,,,,
2019-09-30 14:59:00,6,['A' 'D' 'A' 'B' 'D' 'D'],"[Timestamp('2019-09-30 14:22:00'), Timestamp('2019-09-30 14:38:00'), Timestamp('2019-09-30 14:13:00'), Timestamp('2019-09-30 14:08:00'), Timestamp('2019-09-30 14:11:00'), Timestamp('2019-09-30 14:13:00')]",A,2019-09-30 14:22:00,D,2019-09-30 14:38:00,A,2019-09-30 14:13:00,B,2019-09-30 14:08:00,D,2019-09-30 14:11:00,D,2019-09-30 14:13:00,,,,
2019-09-30 15:59:00,5,['B' 'B' 'B' 'B' 'B'],"[Timestamp('2019-09-30 15:32:00'), Timestamp('2019-09-30 15:56:00'), Timestamp('2019-09-30 15:57:00'), Timestamp('2019-09-30 15:54:00'), Timestamp('2019-09-30 15:49:00')]",B,2019-09-30 15:32:00,B,2019-09-30 15:56:00,B,2019-09-30 15:57:00,B,2019-09-30 15:54:00,B,2019-09-30 15:49:00,,,,,,
2019-09-30 16:59:00,1,['A'],[Timestamp('2019-09-30 16:10:00')],A,2019-09-30 16:10:00,,,,,,,,,,,,,,
2019-09-30 17:59:00,4,['A' 'C' 'B' 'A'],"[Timestamp('2019-09-30 17:20:00'), Timestamp('2019-09-30 17:45:00'), Timestamp('2019-09-30 17:10:00'), Timestamp('2019-09-30 17:43:00')]",A,2019-09-30 17:20:00,C,2019-09-30 17:45:00,B,2019-09-30 17:10:00,A,2019-09-30 17:43:00,,,,,,,,
2019-09-30 18:59:00,5,['B' 'D' 'C' 'B' 'D'],"[Timestamp('2019-09-30 18:08:00'), Timestamp('2019-09-30 18:44:00'), Timestamp('2019-09-30 18:53:00'), Timestamp('2019-09-30 18:02:00'), Timestamp('2019-09-30 18:16:00')]",B,2019-09-30 18:08:00,D,2019-09-30 18:44:00,C,2019-09-30 18:53:00,B,2019-09-30 18:02:00,D,2019-09-30 18:16:00,,,,,,
2019-09-30 19:59:00,6,['C' 'D' 'A' 'D' 'B' 'B'],"[Timestamp('2019-09-30 19:15:00'), Timestamp('2019-09-30 19:35:00'), Timestamp('2019-09-30 19:13:00'), Timestamp('2019-09-30 19:51:00'), Timestamp('2019-09-30 19:39:00'), Timestamp('2019-09-30 19:22:00')]",C,2019-09-30 19:15:00,D,2019-09-30 19:35:00,A,2019-09-30 19:13:00,D,2019-09-30 19:51:00,B,2019-09-30 19:39:00,B,2019-09-30 19:22:00,,,,
2019-09-30 20:59:00,5,['B' 'A' 'B' 'C' 'A'],"[Timestamp('2019-09-30 20:35:00'), Timestamp('2019-09-30 20:18:00'), Timestamp('2019-09-30 20:15:00'), Timestamp('2019-09-30 20:31:00'), Timestamp('2019-09-30 20:22:00')]",B,2019-09-30 20:35:00,A,2019-09-30 20:18:00,B,2019-09-30 20:15:00,C,2019-09-30 20:31:00,A,2019-09-30 20:22:00,,,,,,
2019-09-30 21:59:00,3,['B' 'D' 'B'],"[Timestamp('2019-09-30 21:25:00'), Timestamp('2019-09-30 21:40:00'), Timestamp('2019-09-30 21:57:00')]",B,2019-09-30 21:25:00,D,2019-09-30 21:40:00,B,2019-09-30 21:57:00,,,,,,,,,,
2019-09-30 22:59:00,2,['A' 'B'],"[Timestamp('2019-09-30 22:07:00'), Timestamp('2019-09-30 22:46:00')]",A,2019-09-30 22:07:00,B,2019-09-30 22:46:00,,,,,,,,,,,,
2019-09-30 23:59:00,5,['A' 'C' 'B' 'C' 'C'],"[Timestamp('2019-09-30 23:51:00'), Timestamp('2019-09-30 23:00:00'), Timestamp('2019-09-30 23:32:00'), Timestamp('2019-09-30 23:42:00'), Timestamp('2019-09-30 23:01:00')]",A,2019-09-30 23:51:00,C,2019-09-30 23:00:00,B,2019-09-30 23:32:00,C,2019-09-30 23:42:00,C,2019-09-30 23:01:00,,,,,,
2019-10-01 00:59:00,3,['B' 'B' 'B'],"[Timestamp('2019-10-01 00:55:00'), Timestamp('2019-10-01 00:31:00'), Timestamp('2019-10-01 00:47:00')]",B,2019-10-01 00:55:00,B,2019-10-01 00:31:00,B,2019-10-01 00:47:00,,,,,,,,,,
2019-10-01 01:59:00,3,['B' 'A' 'B'],"[Timestamp('2019-10-01 01:35:00'), Timestamp('2019-10-01 01:54:00'), Timestamp('2019-10-01 01:21:00')]",B,2019-10-01 01:35:00,A,2019-10-01 01:54:00,B,2019-10-01 01:21:00,,,,,,,,,,
2019-10-01 02:59:00,6,['A' 'D' 'A' 'D' 'B' 'C'],"[Timestamp('2019-10-01 02:55:00'), Timestamp('2019-10-01 02:49:00'), Timestamp('2019-10-01 02:20:00'), Timestamp('2019-10-01 02:35:00'), Timestamp('2019-10-01 02:38:00'), Timestamp('2019-10-01 02:07:00')]",A,2019-10-01 02:55:00,D,2019-10-01 02:49:00,A,2019-10-01 02:20:00,D,2019-10-01 02:35:00,B,2019-10-01 02:38:00,C,2019-10-01 02:07:00,,,,
2019-10-01 03:59:00,4,['A' 'D' 'A' 'C'],"[Timestamp('2019-10-01 03:30:00'), Timestamp('2019-10-01 03:46:00'), Timestamp('2019-10-01 03:08:00'), Timestamp('2019-10-01 03:50:00')]",A,2019-10-01 03:30:00,D,2019-10-01 03:46:00,A,2019-10-01 03:08:00,C,2019-10-01 03:50:00,,,,,,,,
2019-10-01 04:59:00,5,['A' 'D' 'B' 'C' 'B'],"[Timestamp('2019-10-01 04:29:00'), Timestamp('2019-10-01 04:02:00'), Timestamp('2019-10-01 04:51:00'), Timestamp('2019-10-01 04:53:00'), Timestamp('2019-10-01 04:35:00')]",A,2019-10-01 04:29:00,D,2019-10-01 04:02:00,B,2019-10-01 04:51:00,C,2019-10-01 04:53:00,B,2019-10-01 04:35:00,,,,,,
2019-10-01 05:59:00,4,['A' 'B' 'C' 'C'],"[Timestamp('2019-10-01 05:43:00'), Timestamp('2019-10-01 05:12:00'), Timestamp('2019-10-01 05:37:00'), Timestamp('2019-10-01 05:26:00')]",A,2019-10-01 05:43:00,B,2019-10-01 05:12:00,C,2019-10-01 05:37:00,C,2019-10-01 05:26:00,,,,,,,,
2019-10-01 06:59:00,4,['B' 'A' 'A' 'B'],"[Timestamp('2019-10-01 06:17:00'), Timestamp('2019-10-01 06:15:00'), Timestamp('2019-10-01 06:42:00'), Timestamp('2019-10-01 06:18:00')]",B,2019-10-01 06:17:00,A,2019-10-01 06:15:00,A,2019-10-01 06:42:00,B,2019-10-01 06:18:00,,,,,,,,
2019-10-01 07:59:00,3,['C' 'A' 'C'],"[Timestamp('2019-10-01 07:31:00'), Timestamp('2019-10-01 07:53:00'), Timestamp('2019-10-01 07:40:00')]",C,2019-10-01 07:31:00,A,2019-10-01 07:53:00,C,2019-10-01 07:40:00,,,,,,,,,,
2019-10-01 08:59:00,3,['B' 'B' 'A'],"[Timestamp('2019-10-01 08:19:00'), Timestamp('2019-10-01 08:54:00'), Timestamp('2019-10-01 08:16:00')]",B,2019-10-01 08:19:00,B,2019-10-01 08:54:00,A,2019-10-01 08:16:00,,,,,,,,,,
2019-10-01 09:59:00,4,['C' 'B' 'C' 'D'],"[Timestamp('2019-10-01 09:42:00'), Timestamp('2019-10-01 09:23:00'), Timestamp('2019-10-01 09:19:00'), Timestamp('2019-10-01 09:54:00')]",C,2019-10-01 09:42:00,B,2019-10-01 09:23:00,C,2019-10-01 09:19:00,D,2019-10-01 09:54:00,,,,,,,,
2019-10-01 10:59:00,5,['A' 'D' 'A' 'C' 'C'],"[Timestamp('2019-10-01 10:43:00'), Timestamp('2019-10-01 10:16:00'), Timestamp('2019-10-01 10:22:00'), Timestamp('2019-10-01 10:07:00'), Timestamp('2019-10-01 10:13:00')]",A,2019-10-01 10:43:00,D,2019-10-01 10:16:00,A,2019-10-01 10:22:00,C,2019-10-01 10:07:00,C,2019-10-01 10:13:00,,,,,,
2019-10-01 11:59:00,3,['A' 'A' 'B'],"[Timestamp('2019-10-01 11:16:00'), Timestamp('2019-10-01 11:52:00'), Timestamp('2019-10-01 11:28:00')]",A,2019-10-01 11:16:00,A,2019-10-01 11:52:00,B,2019-10-01 11:28:00,,,,,,,,,,
2019-10-01 12:59:00,2,['A' 'B'],"[Timestamp('2019-10-01 12:55:00'), Timestamp('2019-10-01 12:36:00')]",A,2019-10-01 12:55:00,B,2019-10-01 12:36:00,,,,,,,,,,,,
2019-10-01 13:59:00,4,['D' 'C' 'C' 'C'],"[Timestamp('2019-10-01 13:35:00'), Timestamp('2019-10-01 13:28:00'), Timestamp('2019-10-01 13:11:00'), Timestamp('2019-10-01 13:34:00')]",D,2019-10-01 13:35:00,C,2019-10-01 13:28:00,C,2019-10-01 13:11:00,C,2019-10-01 13:34:00,,,,,,,,
2019-10-01 14:59:00,3,['A' 'B' 'D'],"[Timestamp('2019-10-01 14:13:00'), Timestamp('2019-10-01 14:52:00'), Timestamp('2019-10-01 14:17:00')]",A,2019-10-01 14:13:00,B,2019-10-01 14:52:00,D,2019-10-01 14:17:00,,,,,,,,,,
2019-10-01 15:59:00,2,['B' 'A'],"[Timestamp('2019-10-01 15:15:00'), Timestamp('2019-10-01 15:41:00')]",B,2019-10-01 15:15:00,A,2019-10-01 15:41:00,,,,,,,,,,,,
2019-10-01 16:59:00,3,['A' 'A' 'B'],"[Timestamp('2019-10-01 16:53:00'), Timestamp('2019-10-01 16:25:00'), Timestamp('2019-10-01 16:20:00')]",A,2019-10-01 16:53:00,A,2019-10-01 16:25:00,B,2019-10-01 16:20:00,,,,,,,,,,
2019-10-01 17:59:00,7,['B' 'A' 'B' 'B' 'B' 'A' 'B'],"[Timestamp('2019-10-01 17:40:00'), Timestamp('2019-10-01 17:54:00'), Timestamp('2019-10-01 17:03:00'), Timestamp('2019-10-01 17:11:00'), Timestamp('2019-10-01 17:39:00'), Timestamp('2019-10-01 17:34:00'), Timestamp('2019-10-01 17:15:00')]",B,2019-10-01 17:40:00,A,2019-10-01 17:54:00,B,2019-10-01 17:03:00,B,2019-10-01 17:11:00,B,2019-10-01 17:39:00,A,2019-10-01 17:34:00,B,2019-10-01 17:15:00,,
2019-10-01 18:59:00,4,['C' 'B' 'A' 'A'],"[Timestamp('2019-10-01 18:41:00'), Timestamp('2019-10-01 18:47:00'), Timestamp('2019-10-01 18:22:00'), Timestamp('2019-10-01 18:53:00')]",C,2019-10-01 18:41:00,B,2019-10-01 18:47:00,A,2019-10-01 18:22:00,A,2019-10-01 18:53:00,,,,,,,,
2019-10-01 19:59:00,1,['B'],[Timestamp('2019-10-01 19:40:00')],B,2019-10-01 19:40:00,,,,,,,,,,,,,,
2019-10-01 20:59:00,4,['A' 'D' 'A' 'B'],"[Timestamp('2019-10-01 20:12:00'), Timestamp('2019-10-01 20:05:00'), Timestamp('2019-10-01 20:50:00'), Timestamp('2019-10-01 20:09:00')]",A,2019-10-01 20:12:00,D,2019-10-01 20:05:00,A,2019-10-01 20:50:00,B,2019-10-01 20:09:00,,,,,,,,
2019-10-01 21:59:00,3,['A' 'B' 'B'],"[Timestamp('2019-10-01 21:13:00'), Timestamp('2019-10-01 21:58:00'), Timestamp('2019-10-01 21:37:00')]",A,2019-10-01 21:13:00,B,2019-10-01 21:58:00,B,2019-10-01 21:37:00,,,,,,,,,,
2019-10-01 22:59:00,3,['A' 'B' 'D'],"[Timestamp('2019-10-01 22:34:00'), Timestamp('2019-10-01 22:13:00'), Timestamp('2019-10-01 22:09:00')]",A,2019-10-01 22:34:00,B,2019-10-01 22:13:00,D,2019-10-01 22:09:00,,,,,,,,,,
2019-10-01 23:59:00,3,['C' 'A' 'B'],"[Timestamp('2019-10-01 23:03:00'), Timestamp('2019-10-01 23:11:00'), Timestamp('2019-10-01 23:25:00')]",C,2019-10-01 23:03:00,A,2019-10-01 23:11:00,B,2019-10-01 23:25:00,,,,,,,,,,
2019-10-02 00:59:00,4,['A' 'A' 'A' 'B'],"[Timestamp('2019-10-02 00:30:00'), Timestamp('2019-10-02 00:18:00'), Timestamp('2019-10-02 00:14:00'), Timestamp('2019-10-02 00:01:00')]",A,2019-10-02 00:30:00,A,2019-10-02 00:18:00,A,2019-10-02 00:14:00,B,2019-10-02 00:01:00,,,,,,,,
2019-10-02 01:59:00,6,['C' 'B' 'C' 'B' 'D' 'B'],"[Timestamp('2019-10-02 01:15:00'), Timestamp('2019-10-02 01:45:00'), Timestamp('2019-10-02 01:09:00'), Timestamp('2019-10-02 01:36:00'), Timestamp('2019-10-02 01:30:00'), Timestamp('2019-10-02 01:33:00')]",C,2019-10-02 01:15:00,B,2019-10-02 01:45:00,C,2019-10-02 01:09:00,B,2019-10-02 01:36:00,D,2019-10-02 01:30:00,B,2019-10-02 01:33:00,,,,
2019-10-02 02:59:00,2,['B' 'A'],"[Timestamp('2019-10-02 02:09:00'), Timestamp('2019-10-02 02:50:00')]",B,2019-10-02 02:09:00,A,2019-10-02 02:50:00,,,,,,,,,,,,
2019-10-02 03:59:00,2,['A' 'D'],"[Timestamp('2019-10-02 03:28:00'), Timestamp('2019-10-02 03:31:00')]",A,2019-10-02 03:28:00,D,2019-10-02 03:31:00,,,,,,,,,,,,
2019-10-02 04:59:00,5,['A' 'B' 'B' 'C' 'A'],"[Timestamp('2019-10-02 04:10:00'), Timestamp('2019-10-02 04:25:00'), Timestamp('2019-10-02 04:00:00'), Timestamp('2019-10-02 04:47:00'), Timestamp('2019-10-02 04:19:00')]",A,2019-10-02 04:10:00,B,2019-10-02 04:25:00,B,2019-10-02 04:00:00,C,2019-10-02 04:47:00,A,2019-10-02 04:19:00,,,,,,
2019-10-02 05:59:00,5,['A' 'B' 'C' 'B' 'B'],"[Timestamp('2019-10-02 05:25:00'), Timestamp('2019-10-02 05:48:00'), Timestamp('2019-10-02 05:50:00'), Timestamp('2019-10-02 05:00:00'), Timestamp('2019-10-02 05:39:00')]",A,2019-10-02 05:25:00,B,2019-10-02 05:48:00,C,2019-10-02 05:50:00,B,2019-10-02 05:00:00,B,2019-10-02 05:39:00,,,,,,
2019-10-02 06:59:00,5,['D' 'B' 'C' 'B' 'D'],"[Timestamp('2019-10-02 06:12:00'), Timestamp('2019-10-02 06:42:00'), Timestamp('2019-10-02 06:53:00'), Timestamp('2019-10-02 06:41:00'), Timestamp('2019-10-02 06:02:00')]",D,2019-10-02 06:12:00,B,2019-10-02 06:42:00,C,2019-10-02 06:53:00,B,2019-10-02 06:41:00,D,2019-10-02 06:02:00,,,,,,
